[Choosing CUDA device...]
NVIDIA A40
[Creating frb kernel...]
[Done creating frb kernel]
CHORD FRB beamformer
Compiling kernel...
Allocating input data...
Setting up input data...
dish = 249
freq = 137
polr = 0
time = 1068
Wvalue = 0.36607796f0 - 0.7806393f0im
Evalue = 2 + 7im
dstime = 26
Copying data from CPU to GPU...
Running kernel...
Copying data back from GPU to CPU...
Checking results...
    I:
        beamp=19 beamq=20 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=20 beamq=20 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=21 beamq=20 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=22 beamq=20 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=23 beamq=20 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=24 beamq=20 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=25 beamq=20 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=26 beamq=20 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=27 beamq=20 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=28 beamq=20 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=29 beamq=20 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=30 beamq=20 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=31 beamq=20 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=32 beamq=20 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=33 beamq=20 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=34 beamq=20 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=35 beamq=20 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=36 beamq=20 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=37 beamq=20 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=38 beamq=20 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=39 beamq=20 freq=137 dstime=26 I=0.123046875 I₀=39.40625
        beamp=40 beamq=20 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=41 beamq=20 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=42 beamq=20 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=43 beamq=20 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=44 beamq=20 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=45 beamq=20 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=46 beamq=20 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=47 beamq=20 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=0 beamq=21 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=1 beamq=21 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=2 beamq=21 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=3 beamq=21 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=4 beamq=21 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=5 beamq=21 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=6 beamq=21 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=7 beamq=21 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=8 beamq=21 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=9 beamq=21 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=10 beamq=21 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=11 beamq=21 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=12 beamq=21 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=13 beamq=21 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=14 beamq=21 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=15 beamq=21 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=16 beamq=21 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=17 beamq=21 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=18 beamq=21 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=19 beamq=21 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=20 beamq=21 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=21 beamq=21 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=22 beamq=21 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=23 beamq=21 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=24 beamq=21 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=25 beamq=21 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=26 beamq=21 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=27 beamq=21 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=28 beamq=21 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=29 beamq=21 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=30 beamq=21 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=31 beamq=21 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=32 beamq=21 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=33 beamq=21 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=34 beamq=21 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=35 beamq=21 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=36 beamq=21 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=37 beamq=21 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=38 beamq=21 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=39 beamq=21 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=40 beamq=21 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=41 beamq=21 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=42 beamq=21 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=43 beamq=21 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=44 beamq=21 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=45 beamq=21 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=46 beamq=21 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=47 beamq=21 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=0 beamq=22 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=1 beamq=22 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=2 beamq=22 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=3 beamq=22 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=4 beamq=22 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=5 beamq=22 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=6 beamq=22 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=7 beamq=22 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=8 beamq=22 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=9 beamq=22 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=10 beamq=22 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=11 beamq=22 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=12 beamq=22 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=13 beamq=22 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=14 beamq=22 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=15 beamq=22 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=16 beamq=22 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=17 beamq=22 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=18 beamq=22 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=19 beamq=22 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=20 beamq=22 freq=137 dstime=26 I=0.12359619 I₀=39.40625
        beamp=21 beamq=22 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=22 beamq=22 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=23 beamq=22 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=24 beamq=22 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=25 beamq=22 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=26 beamq=22 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=27 beamq=22 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=28 beamq=22 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=29 beamq=22 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=30 beamq=22 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=31 beamq=22 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=32 beamq=22 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=33 beamq=22 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=34 beamq=22 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=35 beamq=22 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=36 beamq=22 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=37 beamq=22 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=38 beamq=22 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=39 beamq=22 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=40 beamq=22 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=41 beamq=22 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=42 beamq=22 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=43 beamq=22 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=44 beamq=22 freq=137 dstime=26 I=0.12359619 I₀=39.40625
        beamp=45 beamq=22 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=46 beamq=22 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=47 beamq=22 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=0 beamq=23 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=1 beamq=23 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=2 beamq=23 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=3 beamq=23 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=4 beamq=23 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=5 beamq=23 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=6 beamq=23 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=7 beamq=23 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=8 beamq=23 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=9 beamq=23 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=10 beamq=23 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=11 beamq=23 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=12 beamq=23 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=13 beamq=23 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=14 beamq=23 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=15 beamq=23 freq=137 dstime=26 I=0.123046875 I₀=39.40625
        beamp=16 beamq=23 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=17 beamq=23 freq=137 dstime=26 I=0.123535156 I₀=39.40625
        beamp=18 beamq=23 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=19 beamq=23 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=20 beamq=23 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=21 beamq=23 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=22 beamq=23 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=23 beamq=23 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=24 beamq=23 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=25 beamq=23 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=26 beamq=23 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=27 beamq=23 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=28 beamq=23 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=29 beamq=23 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=30 beamq=23 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=31 beamq=23 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=32 beamq=23 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=33 beamq=23 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=34 beamq=23 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=35 beamq=23 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=36 beamq=23 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=37 beamq=23 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=38 beamq=23 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=39 beamq=23 freq=137 dstime=26 I=0.123046875 I₀=39.40625
        beamp=40 beamq=23 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=41 beamq=23 freq=137 dstime=26 I=0.123535156 I₀=39.40625
        beamp=42 beamq=23 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=43 beamq=23 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=44 beamq=23 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=45 beamq=23 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=46 beamq=23 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=47 beamq=23 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=0 beamq=24 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=1 beamq=24 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=2 beamq=24 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=3 beamq=24 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=4 beamq=24 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=5 beamq=24 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=6 beamq=24 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=7 beamq=24 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=8 beamq=24 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=9 beamq=24 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=10 beamq=24 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=11 beamq=24 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=12 beamq=24 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=13 beamq=24 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=14 beamq=24 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=15 beamq=24 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=16 beamq=24 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=17 beamq=24 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=18 beamq=24 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=19 beamq=24 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=20 beamq=24 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=21 beamq=24 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=22 beamq=24 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=23 beamq=24 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=24 beamq=24 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=25 beamq=24 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=26 beamq=24 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=27 beamq=24 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=28 beamq=24 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=29 beamq=24 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=30 beamq=24 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=31 beamq=24 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=32 beamq=24 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=33 beamq=24 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=34 beamq=24 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=35 beamq=24 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=36 beamq=24 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=37 beamq=24 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=38 beamq=24 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=39 beamq=24 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=40 beamq=24 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=41 beamq=24 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=42 beamq=24 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=43 beamq=24 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=44 beamq=24 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=45 beamq=24 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=46 beamq=24 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=47 beamq=24 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=0 beamq=25 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=1 beamq=25 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=2 beamq=25 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=3 beamq=25 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=4 beamq=25 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=5 beamq=25 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=6 beamq=25 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=7 beamq=25 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=8 beamq=25 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=9 beamq=25 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=10 beamq=25 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=11 beamq=25 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=12 beamq=25 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=13 beamq=25 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=14 beamq=25 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=15 beamq=25 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=16 beamq=25 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=17 beamq=25 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=18 beamq=25 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=19 beamq=25 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=20 beamq=25 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=21 beamq=25 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=22 beamq=25 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=23 beamq=25 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=24 beamq=25 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=25 beamq=25 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=26 beamq=25 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=27 beamq=25 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=28 beamq=25 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=29 beamq=25 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=30 beamq=25 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=31 beamq=25 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=32 beamq=25 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=33 beamq=25 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=34 beamq=25 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=35 beamq=25 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=36 beamq=25 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=37 beamq=25 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=38 beamq=25 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=39 beamq=25 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=40 beamq=25 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=41 beamq=25 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=42 beamq=25 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=43 beamq=25 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=44 beamq=25 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=45 beamq=25 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=46 beamq=25 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=47 beamq=25 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=0 beamq=26 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=1 beamq=26 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=2 beamq=26 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=3 beamq=26 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=4 beamq=26 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=5 beamq=26 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=6 beamq=26 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=7 beamq=26 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=8 beamq=26 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=9 beamq=26 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=10 beamq=26 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=11 beamq=26 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=12 beamq=26 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=13 beamq=26 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=14 beamq=26 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=15 beamq=26 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=16 beamq=26 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=17 beamq=26 freq=137 dstime=26 I=0.123535156 I₀=39.40625
        beamp=18 beamq=26 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=19 beamq=26 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=20 beamq=26 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=21 beamq=26 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=22 beamq=26 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=23 beamq=26 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=24 beamq=26 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=25 beamq=26 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=26 beamq=26 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=27 beamq=26 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=28 beamq=26 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=29 beamq=26 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=30 beamq=26 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=31 beamq=26 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=32 beamq=26 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=33 beamq=26 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=34 beamq=26 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=35 beamq=26 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=36 beamq=26 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=37 beamq=26 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=38 beamq=26 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=39 beamq=26 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=40 beamq=26 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=41 beamq=26 freq=137 dstime=26 I=0.123535156 I₀=39.40625
        beamp=42 beamq=26 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=43 beamq=26 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=44 beamq=26 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=45 beamq=26 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=46 beamq=26 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=47 beamq=26 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=0 beamq=27 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=1 beamq=27 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=2 beamq=27 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=3 beamq=27 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=4 beamq=27 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=5 beamq=27 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=6 beamq=27 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=7 beamq=27 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=8 beamq=27 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=9 beamq=27 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=10 beamq=27 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=11 beamq=27 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=12 beamq=27 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=13 beamq=27 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=14 beamq=27 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=15 beamq=27 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=16 beamq=27 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=17 beamq=27 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=18 beamq=27 freq=137 dstime=26 I=0.12322998 I₀=39.40625
